BLG122_6_192410  17 48 44.60 -34 39 31.8 3 OGLE-2004-BLG-560    937  1.59474 2453277.56067  0.101202  26.730776  0.00000  0.00000       0 18.452 18.885 15.621 f 0.003521 0.001131 0.003703 m
BLG129_1_190277  17 44 52.92 -34 21 36.9 3 OGLE-2007-BLG-094    745  1.59243 2454193.78782  0.611328  12.410385  0.00000  0.00000       0 15.437 15.668 16.154 f 0.034219 0.010373 0.030896 m
BLG129_1_27942   17 44 49.37 -34 29 03.5 3 OGLE-2003-BLG-081    872  1.63077 2452786.30544  0.301824  31.365769  0.00000  0.00000       0 15.060 15.084 16.229 N 0.015761 0.002343 0.019594 m
BLG129_3_90460   17 44 58.10 -34 09 33.4 3 OGLE-2004-BLG-515    867  1.09484 2453267.75028  0.069354  21.287032  0.00000  0.00000       0 16.437 16.414 16.452 f 0.012993 0.002221 0.002534 m
BLG129_5_64817   17 43 25.03 -33 59 57.0 3 OGLE-2007-BLG-270    870  1.04419 2454263.41039  0.002761  11.909502  0.00000  0.00000       0 17.962 17.965 17.054 f 0.021225 0.012379 0.013410 m
BLG129_6_49829   17 42 36.87 -34 09 31.6 3 OGLE-2005-BLG-323    867  1.24277 2453581.36224  0.339594  44.693283  0.00000  0.00000       0 18.126 18.600 16.679 f 0.004359 0.001823 0.001889 m
BLG129_6_67093   17 43 07.60 -34 08 38.8 3 OGLE-2003-BLG-357    867  1.12816 2452879.04159  0.097136  12.301297  0.00000  0.00000       0 17.379 17.336 16.758 f 0.022181 0.007757 0.008882 m
BLG129_7_31481   17 43 27.21 -34 21 10.2 3 -                    392  1.19456 2454904.16899  0.374947  22.025033  0.00000  0.00000       0 16.598 16.592 16.525 f 0.015801 0.003740 0.003594 m
BLG129_8_175277  17 43 20.13 -34 22 33.8 3 OGLE-2002-BLG-349    869  1.12436 2452558.02414  0.345097  28.181228  0.00000  0.00000       0 17.744 17.669 16.546 f 0.007874 0.003244 0.003287 m
BLG129_8_23330   17 43 11.88 -34 30 04.5 3 OGLE-2008-BLG-320    731  1.84860 2454707.12443  0.701741  55.058539  0.00000  0.00000       0 14.632 14.705 16.406 f 0.028353 0.012697 0.010190 m
BLG129_8_52110   17 42 35.43 -34 28 26.7 3 OGLE-2005-BLG-166    867  1.15602 2453527.61767  1.706207  78.800038  0.00000  0.00000       0 16.124 16.131 16.332 N 0.006245 0.001694 0.005351 m
BLG130_3_30072   17 47 26.18 -34 10 44.8 3 -                    788  1.25405 2454636.51661  0.024112  73.740915  0.00000  0.00000       0 18.486 20.800 15.965 f 0.001026 0.000373 0.000558 m
BLG130_3_85552   17 47 42.08 -34 08 28.9 3 -                    812  1.27361 2453602.50430  0.481670  13.236354  0.00000  0.00000       0 17.931 17.886 16.330 f 0.013028 0.004556 0.012204 m
BLG130_4_82510   17 47 38.64 -33 59 17.7 3 OGLE-2007-BLG-365    813  1.29979 2454310.11178  1.025904  12.930278  0.00000  0.00000       0 15.910 15.909 16.249 f 0.026189 0.008237 0.016860 m
BLG130_5_57711   17 45 35.58 -34 00 11.8 3 OGLE-2004-BLG-478    811  1.09761 2453239.77319  0.228454  11.531277  0.00000  0.00000       0 16.905 16.871 16.213 f 0.021005 0.006602 0.010458 m
BLG130_5_6404    17 45 22.83 -34 02 40.5 3 OGLE-2007-BLG-008    748  1.20506 2454197.99087  0.880610  28.874667  0.00000  0.00000       0 17.516 17.502 16.136 N 0.005730 0.002661 0.006525 m
BLG130_5_88227   17 46 22.15 -34 00 18.1 3 OGLE-2005-BLG-383    809  1.28776 2453598.30874  0.538280  31.064029  0.00000  0.00000       0 17.124 17.637 16.134 f 0.007474 0.001458 0.003608 m
BLG130_6_161311  17 45 24.31 -34 05 15.6 3 -                    811  1.25430 2454001.27987  0.359542  12.081244  0.00000  0.00000       0 18.131 18.151 16.047 N 0.012220 0.004751 0.005171 m
BLG131_1_74150   17 50 22.39 -34 26 19.2 3 OGLE-2003-BLG-190    642  1.26611 2452821.27687  0.838095  25.198942  0.00000  0.00000       0 15.502 15.918 15.696 N 0.011360 0.003198 0.009165 m
BLG131_2_62419   17 50 00.94 -34 18 13.7 3 OGLE-2003-BLG-009    643  1.16023 2452753.54715  0.340555  26.139699  0.00000  0.00000       0 18.167 18.073 16.013 f 0.004243 0.000917 0.002380 m
BLG131_4_157961  17 49 42.46 -33 54 10.7 3 OGLE-2007-BLG-107    387  1.29875 2454215.77118  0.485851  38.286143  0.00000  0.00000       0 17.895 18.276 16.510 f 0.004708 0.001547 0.000876 m
BLG131_4_168907  17 50 09.47 -33 54 35.9 3 OGLE-2005-BLG-072    631  1.35748 2453482.64554  0.676472  46.861097  0.00000  0.00000       0 17.597 17.518 16.366 f 0.006623 0.002397 0.003070 m
BLG132_3_146688  17 53 24.75 -34 06 10.5 3 OGLE-2005-BLG-324    315  1.51977 2453575.04099  0.280185  36.097212  0.00000  0.00000       0 17.784 18.440 16.065 N 0.003246 0.000705 0.001808 m
BLG132_3_89578   17 53 09.51 -34 08 26.3 3 -                    313  1.52506 2453575.46201  0.263051 180.193109  0.00000  0.00000       0 18.308 18.720 15.838 f 0.001952 0.000888 0.001357 m
BLG133_2_78893   17 55 43.94 -34 19 17.3 3 OGLE-2002-BLG-170    323  1.35724 2452473.89211  0.337504  29.905466  0.00000  0.00000       0 17.191 17.409 15.485 N 0.004202 0.000779 0.001716 m
BLG133_8_60635   17 53 46.43 -34 26 25.8 3 OGLE-2004-BLG-326    319  1.48316 2453197.01619  0.107230  50.632720  0.00000  0.00000       0 18.471 19.673 15.534 f 0.001358 0.000552 0.002246 m
BLG138_1_159231  17 45 35.97 -33 45 56.6 3 -                    593  1.26626 2453883.91841  0.224101  21.612119  0.00000  0.00000       0 18.399 18.320 16.224 f 0.006950 0.002915 0.005508 m
BLG138_2_51718   17 45 25.15 -33 41 50.5 3 OGLE-2003-BLG-352    894  1.77138 2452867.62043  0.555404  12.216098  0.00000  0.00000       0 17.909 17.861 16.121 N 0.013258 0.005453 0.007729 m
BLG138_7_126708  17 44 47.53 -33 40 43.7 3 OGLE-2004-BLG-407    897  1.37386 2453222.84369  0.186510  23.025720  0.00000  0.00000       0 17.242 17.141 16.297 N 0.010847 0.003344 0.003149 m
BLG138_8_155207  17 44 22.53 -33 47 29.6 3 OGLE-2003-BLG-212    897  1.39254 2452814.57511  0.525622  14.776441  0.00000  0.00000       0 16.784 17.056 16.744 f 0.013752 0.001179 0.020386 m
BLG139_1_29097   17 49 13.37 -33 52 24.9 3 -                    798  1.09040 2453556.11447  0.038397   8.125942  0.00000  0.00000       0 18.444 18.397 16.800 f 0.018970 0.006740 0.010826 m
BLG139_2_200970  17 49 21.41 -33 38 24.6 3 OGLE-2007-BLG-028    795  1.26339 2454168.81251  0.669464  22.476379  0.00000  0.00000       0 16.874 16.861 16.012 N 0.009187 0.001383 0.004111 m
